isbn;title;author_name;description;publish_date;cover_image_url
9789751047212;Aykırılık Yoksa Nitelikli Hayat da Yoktur;Osman Pamukoğlu;"Gerze’de haylaz bir çocuk, Kuleli’de asi bir öğrenci, Hakkâri’de efsane bir komutan.
Türkiye’nin 90’lı yıllarına damga vuran unutulmaz kahraman Osman Pamukoğlu, dünü, bugünü ve yarını anlatıyor. Pamukoğlu, henüz küçük bir çocukken şekillenmeye başlayan karakterini bir örnek niteliğinde okura sunarken öğrencilik yıllarının yanı sıra askeri ve siyasi hayatının bilinmeyenlerini de satırlarla buluşturuyor. Ve satır aralarında çok sayıda “O kadar da olmaz!” denilecek yaşanmış olay yer alıyor…
Farklı yaş, eğitim ve sosyal statüdeki sekiz kişilik bir heyet tarafından hazırlanan sorular, Efsane Komutan’ın 70’i aşkın yılını bugüne taşımanın yanında yaşama dair ortaya çıkardığı felsefi cevaplarla yol gösterici bir haritaya dönüşüyor.
Aykırılık Yoksa Nitelikli Hayat da Yoktur, sarsılmaz bir karakterin doğuşunu tarihe asla silinmeyecek bir not olarak düşüyor.";14.08.2024;https://img.kitapyurdu.com/v1/getImage/fn:11923503/wh:true/wi:800
9789751046284;Yaratık;Stephen King;"Nevada’nın bitmek bilmez yollarının büyük bölümü çöllerin ortasındadır. Yolu bu çöllerden geçenler ister istemez tedirgin olur, çünkü varacakları yere kadar büyük bir belirsizlik onlara eşlik eder. Yakıcı güneşin altında 50 numaralı otoyolda seyahat edenler, gidecekleri yerlere asla varamayacaklardır: New York’taki evlerine dönen Profesör Jackson ve karısı, Tahoe Gölü’ne tatile giden Wenworth-Ohio’lu Carver ailesi ve motosikletiyle seyahat eden orta yaşlı ünlü yazar Johnny Marinville.
Bir yol tabelasına çivilenmiş kedi ölüsü, Çin Çukuru denen bir dağın yamacına kurulmuş Desperation isimli küçük bir kasabanın işaretidir. Bölgede korkunç şeyler yaşanmaktadır ve Desperation’ı etkisi altına alan gizem ve kasabayı bir virüs gibi saran kötülük dehşet vericidir.
Tanrısal güçle kötülüklerin karşı karşıya geldiği bu romanda Stephen King, soluk soluğa bir maceraya çağırıyor okurlarını.";22.03.2024;https://img.kitapyurdu.com/v1/getImage/fn:11871887/wh:true/wi:800
9789751040213;3. Dünya Savaşı;Osman Pamukoğlu;"Büyük Savaş ne zaman çıkacak?
Hangi nedenlerle çıkacak?
Kim başlatacak?
Kimler arasında yapılacak?
Hangi coğrafyada olacak?
Nasıl cereyan edecek?
Üçüncü Dünya Savaşı da genel yapısı itibariyle 
diğer iki büyük savaşa mı benzeyecek?
Yaşayan uluslar ve devletler olarak 
dünyanın geleceği nasıl görünüyor?
 
Barış, hiçbir devletin bütçe ayırmadığı, 
bunu aklından bile geçirmediği bir yatırım alanıdır!
Barış, yalnızca üzerinde konuşulan bir “şey”dir.
Savaş ise, bambaşkadır.
Hükumetleri, fabrikaları, şirketleri, tüccarları, 
ulaştırma hatları, orduları, generalleri, armadaları, komisyoncuları vardır ve bunlar harıl harıl 
çalışırken güç dengeleri, çıkar ilişkileri, 
zafer kazanma güdüsü, ötekini bastırma, yenme, 
yok etme duygusu her şeyin belirleyicisi durumundadır…";3.10.2019;https://img.kitapyurdu.com/v1/getImage/fn:9832392/wh:true/wi:800
9786053322122;Martin Eden;Jack London;"İnkılâp Kitabevi, Zülfü Livaneli seçkisine dünya edebiyatının usta yazarı Jack London’dan tesirli bir başyapıt daha ekliyor. Martin Eden, bu kez kalemiyle edebiyatımıza unutulmayacak bir imza atan Zülfü Livaneli’nin önsözüyle okuyucusuyla buluşuyor.
1990 yılında kaleme alınan Martin Eden, kült bir eser haline gelmiş ve birçok dile çevrilmiş olmanın yanı sıra, Jack London’ın hayatından izler taşıyan yarı otobiyografik bir roman.
Denizci ve taşralı bir gencin sınıf atlama çabasını, bunun için varını yoğunu ortaya koymasını, hatta erişmeye çalıştığı sınıfla birlikte kendi benliğini de aşması sonucu yaşadığı farkındalığı ve derin hüznü konu edinen kurgu, Jack London’ın efsanevi kalemiyle buluşunca okuyucusunu benzersiz bir deneyim ile baş başa bırakıyor.";7.06.2023;https://img.kitapyurdu.com/v1/getImage/fn:11730278/wh:true/wi:800
9789751037459;Haşırt Dı Bilekbord;Zafer Algöz;"“Zafer Abimin bu yazılarını okurken gerçekten çok güldüm. Mal güzel. Müthiş bir zamanlama ile yazılmış performanslar gibiler. Bazen bu performanslara canlı tanıklık da ettim, çok şanslıyım. Hem esnek hem beton gibi sağlam öyküler. Peki, hiç düşündünüz mü nedir bunun sebebi? Ben düşündüm.

İyi şeyleri ancak iyi çocuklar yapar.

Zafer Abim de hiç yaşlanmayan o iyi çocuklardandır.”
Cem Yılmaz

Zafer Algöz, Kemal Sunal’dan Sadri Alışık’a, Öztürk Serengil’den Fatma Girik’e, Erkan Can’dan Cem Yılmaz’a pek çok sanatçıyla setlerde, sahnede ve dost meclislerinde yaşadıklarını anlatıyor. Haşırt Dı Bilekbord güldürüyor, hüzünlendiriyor ve sanat dünyasının önemli isimlerini daha yakından tanıma fırsatı sağlıyor.

Usta bir oyuncunun tanıklıklarıyla sese ve zamana soluk veren öyküler…";1.03.2018;https://img.kitapyurdu.com/v1/getImage/fn:3089853/wh:true/wi:800
9789751048752;Yeşil Gece;Reşat Nuri Güntekin;Toplumsal yönü ağır basan bu romanda, medresede yetişen ancak sonra öğretmen okulunu bitirerek Ege Bölgesindeki bir kasabada gerici ve çıkarcı birtakım güçlerle savaşan idealist bir gencin serüveni ele alınıyor. Atatürk Devrimi’nin o coşkulu havası içinde, çok güçlü sezgi ve gözlemlerle kaleme alınmış bu kitapta, toplumumuzun o günkü bütün büyük sorunları, yürekli bir biçimde tartışılıyor. Romanın en önemli kahramanı Şahin Hoca’nın kişiliğini oluşturan nitelikler mücadelesi ve uğradığı yenilgilerin öyküsü sayılabilir.;6.09.2000;https://i.dr.com.tr/cache/500x400-0/originals/0000000052674-1.jpg
9789751046222;Gwendy’nin Sihirli Tüyü;Stephen King, Richard Chizmar;"Castle Rock’ta kötülük kol gezmektedir. Buna bir son vermek için zaman gitgide daralmaktadır.
Gwendy Peterson, Castle Rock caddelerinde koşan genç bir kızken ona, Richard Farris adındaki siyah takım elbiseli gizemli yabancı tarafından olağanüstü özelliklere sahip bir düğme kutusu emanet edilmişti. Bu emanet aslında lanet de sayılabilirdi. Özel güçlere sahip bu kutu yıllar evvel, Farris geri dönüp bu kutuyu alana kadar ona sahip çıkması karşılığında Gwendy’ye küçük hediyeler sunmuştu.
Gwendy artık otuz yedi yaşındadır ve Washington D.C.’de, milletvekili olarak görev yapıyordur.
Ancak bir gün düğme kutusu ve Richard Farris de aniden geri döner. Gwendy bu kutuyla ne yapması gerektiğini bilmiyordur. Kutunun yeniden ortaya çıkışı ve Castle Rock’ta genç kızların gizemli bir şekilde ortadan kayboluşu, Gwendy’yi tekrar oraya gitmeye mecbur bırakır... Gwendy kayıp kızları kurtarmayı ve bir suçluyu, daha fazla korkunç şeyler yapmadan durdurmayı deneyecektir.";4.02.2025;https://img.kitapyurdu.com/v1/getImage/fn:12009094/wh:true/wi:800
9789751041852;Gözüyle Kartal Avlayan Yazar Yaşar Kemal;Zülfü Livaneli;Çukurova’nın verimli topraklarından çıkıp, memleketinin doğasını, kokusunu, kartalını, ölmez otunu, emekçi insanını ve o insanların zulme karşı verdiği mücadelenin haklı onurunu tüm dünyaya destansı bir dille anlatan bir “edebiyat mucizesi!” Türk Edebiyatı’nın güçlü kalemi Zülfü Livaneli, gelmiş geçmiş en büyük ustasını, kırk dört yıllık dostunu, yoldaşını, “Yaşar Abi”sini anlatıyor. Yaşar Kemal kendi edebiyat kuramını ilmek ilmek oluşturup doğduğu kentten başladığı yazın hayatında dünya insanına ulaşarak varıyor zirveye. Epopelerden, Anadolu efsanelerinden, mitoslardan, ağıtlardan aldığı ilhamını kusursuz betimlemeleri, insan psikolojisinin en derinine inen sezgisi ve gerçekçi kurgusuyla taçlandırıyor. Dramı değil trajediyi yaşatıyor zihinlerde. Homeros’un, Karacaoğlan’ın, Cervantes’in, Çehov’un, Dadaloğlu’nun açtığı yollardan gidiyor. Ve Anadolu dağlarında bir ateş yakıp tüm dünyayı aydınlatıyor. “Yaşar Kemal’i düşündüğüm zaman aklımda deli deli türküler dolaşır” diyor Livaneli. Stockholm’ün karlı caddelerinde, Paris’in geniş meydanlarında ve İstanbul’un belki her sokağında söyledikleri türküleri yazıyor satırlarına. Ülkenin faili meçhullerle, terörle, sansürle kuşatıldığı en karanlık dönemlerde ve hatta sürgün yıllarında bile Yaşar Kemal’in umut dolu yüreği ayakta tutuyor çevresini. Kalbi ve kalemi her zaman dostluktan, kardeşlikten, barıştan yana olan, Sait Faik’in “Türklerin en Kürdü, Kürtlerin en Türkü” dediği, “edebiyat mucizesi” Yaşar Kemal bir dost kalemiyle bir kez daha varıyor ebediyete.;8.04.2021;https://i.dr.com.tr/cache/500x400-0/originals/0001916545001-1.jpg
9789751048066;Emanet;Bige Güven Kızılay;"“Hani bir kadim atasözü vardır, ‘Her yaşlı adam öldüğünde, bir kütüphane toprağa gömülür’. Sana bırakmaktan en onur duyduğum şey kütüphanemdir.
Ama ya hayat hikâyemizi ne yapacağız? Sensiz geçen bunca yılı, hasretle geçen bunca zamanı ne yapacağız? Sen bizsiz büyüdün, yetiştin, biz sensiz yaşlandık...
Bunca hasret çektiğimiz zamanın hakkından nasıl geleceğiz?
Bilmiyorum güzel yavrum. Henüz bilmiyorum. Ama bunların benimle birlikte gömülmesine gönlüm razı değil. Sana söz veriyorum, bir yolunu bulacağım. Bunca sene biz neler yaşadık, sen yanımızda olabilsen neler olurdu, sana anlatmanın, hatta yaşatmanın bir yolunu bulacağım gözümün nuru. İllaki bulacağım!
Sen nerede, hangi şehirlerde büyüdün? Nelere üzüldün, nelere sevindin? Kimler yaktı canını, kimler sırtını sıvazladı? Ateşlenince kimler tuttu alnını, düşünce kimler öptü dizlerini? Benim gözümün bebeği canım torunum, sen bizsiz nasıl bir hayat sürdün?
Neredesin sen Yasemin’im? Neredesin evladım?”
Çok küçük yaşta köklerinden kopartılmış bir genç kadın…
Hayatta tek hayali New York’ta çalıştığı hukuk firmasının ortağı olmak ve Manhattan’da bir çatı katı satın alabilmek...
Akraba yok, aile yok, vatanım dediği bir yer, gönül bağı yok...
Hiçbir yere ait hissetmiyor kendini.
Ta ki o Emanet’i almaya gelene kadar!
Köy Enstitüsü mezunu bir dedenin torununa bıraktığı EMANET, sizce ne olabilir?";10.03.2025;https://img.kitapyurdu.com/v1/getImage/fn:12030821/wh:true/wi:800
9789751043962;Ken Taç Dis;Zafer Algöz;"“Zafer Algöz yine yeteneğini konuşturup bizi geçmişe, yaşanan güzel anıların tam göbeğine götürüyor.
Her maceranın kahramanı ile el ele, kol kola olmamıza, hep birlikte eğlenerek yeni maceralar
yaşamamıza fırsat tanıyor. Ben bu eğlenceyi kaçırmadım, kitabı sizlerden önce okudum, şimdi sıra
sizde. Okuyalım, yeni karakterlerin yeni maceralarının Zafer Algöz’ün nefis dokunuşu ile gözümüzün
önünde canlanmasını yaşayalım.”
Can Yılmaz
Usta oyuncu Zafer Algöz, merakla beklenen üçüncü kitabı Ken Taç Dis ile mizah serüvenine devam
ediyor!
Algöz, çocukluğundan gençliğine ve ustalığına kadar geçen zamanda yaşadıklarını eşsiz anlatım
gücüyle aktarırken bolca güldürüyor, düşündürüyor ve hüzünlendiriyor. Hayatında önemli bir yere
sahip olan Kars, Trabzon ve Bursa anılarının yanında, tiyatro ve sinema dünyasından tanıdığımız
usta isimlerle birlikte kendi özel hayatından sıra dışı karakterlere de yer veriyor kitabında.
Mizahın, sevincin ve hüznün bir arada olduğu, şaşırtıcı ve soluksuz bir maceraya hazır olun…";23.05.2022;https://img.kitapyurdu.com/v1/getImage/fn:11572504/wh:true/wi:800
9789751044297;Atatürk’ün İzinde;Zülfü Livaneli;O hepimizin kahramanı, ama ya senin hayat hikâyenin başkahramanı olsaydı? Onunla aynı sıralarda okuyabilme, dayısının çiftliğinde birlikte ata binebilme ya da bu ülke için destanlar yazarken ona destek olabilme şansın olsaydı? Aslında olmaması için hiçbir neden yok. Sayfaları araladığında bunun imkânsız olmadığını göreceksin. Bu kitap, sana Atatürk’ün en yakın arkadaşı olma fırsatı veriyor. Arkadaşıma Veda kitabından pasajlar eşliğinde hazırlanan Atatürk’ün İzinde, eğlenceli etkinliklerle başrollerinde ikinizin olduğu yepyeni bir dünya yaratman için sana yol gösteriyor. Büyük Usta Zülfü Livaneli, yazar olacak çocuklara güçlü kalemiyle rehber oluyor.;11.10.2022;https://img.kitapyurdu.com/v1/getImage/fn:11613117/wh:true/wi:800
9789751038685;Keş On Dı Teybıl;Zafer Algöz;"“Zafer Algöz’ün ilk kitabı Haşırt Dı Bilekbord satış rekorları kırdı. Haftalarca en çok okunanlar listesinin en tepesinde kaldı. Üniversitelerde, kitap fuarlarında her yaştan, her kesimden okuyucuları ellerinde kitaplarıyla metrelerce kuyruk oluşturdu. Eminim ki, şu an elinizde tuttuğunuz ikinci kitabı Keş On Dı Teybıl ilk kitabından çok daha fazla okuyucuyla buluşacak. 
 
Zafer Algöz artık sadece Türkiye’nin yetiştirdiği en büyük aktörlerden biri değil, o aynı zamanda kalemi eline aldığında okuyucusuna eşi benzeri olmayan ziyafetler sunan müthiş bir yazar.”
 
Candaş Tolga Işık
 
Zafer Algöz’ün hem çok güldüren hem de çok şaşırtan ilk kitabı Haşırt Dı Bilekbord’da başlayan kahkaha tufanı Keş On Dı Teybıl’da sürüyor! 
 
Zafer Algöz, Keş On Dı Teybıl’da okurlarını Ertuğrul İlgin, Cüneyt Gökçer, Fikret Hakan, Öztürk Serengil, Nur Subaşı (ve elbette kedisi Siyami Bey), Süleyman Seba, Kamran Usluer, Cem Yılmaz, Can Yılmaz ve daha birçok önemli isimle yaşadığı ilginç anılara davet ediyor. 
 
Sinema ve tiyatro dünyasında yaşanan komik, hüzünlü, daima şaşırtıcı ve hiç bilmediğiniz yeni maceralara hazır mısınız?";22.02.2018;https://img.kitapyurdu.com/v1/getImage/fn:5452099/wh:true/wi:800
9789751045843;Kırık Hayal Kerkük;Osman Pamukoğlu;"Bin dokuz yüz yirmi yedi. Ekim. Gece. Yağmur ve rüzgâr. Yüksek ağaçlarla kaplı bir arazi, çevrede belli aralıklarla Muhafız Alayı nöbetçilerinin kulübeleri. Bir gözetleme noktasının ıslak sac kaplamaları donuk donuk parlıyor. Tek tük ışıklar vuruyor. Kalın perdelerine rağmen köşkün sadece bir odasından bahçeye belli belirsiz bir ışık sızıyor.
Falih Rıfkı’yı (Atay) köşkün ana giriş kapısında Başyaver Salih (Bozok) karşıladı. Şemsiyesini kapatan Falih Rıfkı saatine baktı: 02.00’ydi.
“Hayrola Salih, bu saatte çağrılmamın sebebi nedir?”
“Hiçbir malumat verilmedi. Sadece teşrifiniz talep edildi.”
Mustafa Kemal Paşa, Falih Rıfkı’dan sessiz ve gizli kalması kaydıyla Musul-Kerkük hakkında bir dosya hazırlamasını istedi. Falih Rıfkı zeki adamdı. Bu istek ve masanın üzerine boydan boya serilmiş haritadan meselenin nereye doğru gittiğini hemen kavradı.
Köşkten ayrılırken Çankaya sabahı ağarmak üzereydi. Epey zamandır kesilmiş olan yağmur yeniden başladı. Falih Rıfkı bu kez şemsiyesini açmadı! Islanmaya, sırılsıklam olmaya ihtiyacı vardı… Kafasının içinde ise Paşa’nın şu sözü dönüp dolaşıyordu:
‘’Tarih bizi çağırıyor!’’";9.11.2023;https://img.kitapyurdu.com/v1/getImage/fn:11794692/wh:true/wi:800
9789751046048;Gurbet Hikayeleri / Yeraltında Dünya Var;Refik Halid Karay;"“İstanbul’dan bahsedecektik. Uzakta kalanlar için İstan¬bul’un kaldırımları bozuk değildir, sokaklarda çamur ve süprüntü yoktur, tramvaylarda ve vapurlarda azap çekilmez. Musluklardan Terkos yerine kevser akar, sersemletici lodos ılık bir buse, dişleyici poyrazı bir serin nefestir. Bilhassa çöl¬de onu konuşurken hep beyaz yelkenlerin kayıp gittiği şurup renkli denizler, avize gibi şıkırdayan pınarlar, ağızlarından şekerleme kadar tatlı sözler dökü¬len kızlar görürsünüz.” Refik Halid Karay
Memleket Hikâyeleri’nin devamı niteliğinde olan Gurbet Hikâyeleri’nde ikinci sürgünlüğünü geçirdiği Ortadoğu’yu güçlü kalemiyle resmeden Refik Halid Karay, hatıra karakterindeki satırlarıyla gurbette duyulan vatan hasretini somutlaştırarak okura taşıyor. Yeraltında Dünya Var’da ise memleketlerinin sınırları dışında yaşayan Nihan ve Nebil karakterlerine hayat verirken, aşk, yalnızlık ve macera temalarının arasında İstanbul hasretini işliyor.";13.02.2024;https://img.kitapyurdu.com/v1/getImage/fn:11850196/wh:true/wi:800
9789751045201;Yüzyılın Suçlusu Blaze;Stephen King;"Blaze, Küçük Clayton Blaisdell’in öyküsüdür...
Ona karşı işlenen ve onun işlediği suçların öyküsü...
Blaze’in kafası, çocukluğunda babası tarafından merdivenden atıldığından ve sonra bir daha atıldığından beri yavaş işliyordu. Gençliğinde kötü muamele gördüğü ıslahevinden kaçtıktan sonra Blaze, her şeyi bildiğini düşünen George adlı tecrübeli bir suçluyla takılmaya başladı. George onu yüzlerce numarayla ve büyük bir fikirle tanıştırdı, zengin bir ailenin çocuğunu kaçırma fikriyle. George öldürüldüğündeyse Blaze, partnerinin hayaleti tarafından ziyaret edilse de artık tek başına kalmıştı.
Edebiyat tarihinin en sempatik suçlularından birine dönüşen Blaze’in öyküsü şaşılacak kadar güçlü ve bir o kadar da hüzünlü. Stephen King’in Tom Gordon’a Âşık Olan Kız kitabı kadar gerilimli ve büyüleyici";18.08.2023;https://img.kitapyurdu.com/v1/getImage/fn:11756024/wh:true/wi:800
